key,query,title,doi,venue,year,type,author0,source,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,novelty_pressure,open_questions
67f9f3c4b517069a3e3746341eeb637dd0da1e1f,robot fault containment hierarchy,Characterizing the Safety of Self-Driving Vehicles: A Fault Containment Protocol for Functionality Involving Vehicle Detection,10.1109/icves.2018.8519488,2018 IEEE International Conference on Vehicular Electronics and Safety (ICVES),2018,proceedings-article,Juan Pimentel,crossref,,,,,,,
02b87df688debe07f3d0c26dbe775879e6748210,robot fault containment hierarchy,Fault Characteristics Analysis of Industrial Robot Based on Fault Tree,10.2991/icmeit-17.2017.32,Proceedings of the 2nd International Conference on Mechatronics Engineering and Information Technology (ICMEIT 2017),2017,proceedings-article,Jian Jiao,crossref,,,,,,,
5c10697cc513c02717d53577c93ea74ea2e03f59,robot fault containment hierarchy,Cisubuh Formation as Containment for Carbon Capture Storage : Fault Stability and Caprock Integrity Analysis,10.3997/2214-4609.202374016,EAGE Workshop on Unlocking Carbon Capture and Storage Potential,2023,proceedings-article,T.E. Putra,crossref,,,,,,,
dc19b94910805637fee622bd10745bfbada659ec,robot fault containment hierarchy,Fault-Containment Properties of OCP FP8 Formats Under Bit-Flip Corruption During AI Inference,10.1109/access.2026.3692463,IEEE Access,2026,journal-article,Larisa Goffman-Vinopal,crossref,,,,,,,
b96243ea18514599513433f481a0e10de3bab5f2,robot fault containment hierarchy,"Evaluating Containment Integrity and Fault Slip Risk for CO2 Storage in a Complex Tectonic Setting, India",10.3997/2214-4609.202573054,4th Carbon Capture and Storage Conference Asia Pacific,2025,proceedings-article,S. Roy,crossref,,,,,,,
e2ac18e5d645ca1cb7172e201deb6344a46a546c,robot fault containment hierarchy,Fault Prediction of High-speed Train Running Gears Based On Hidden Markov Model and Analytic Hierarchy Process,10.1109/safeprocess45799.2019.9213355,"2019 CAA Symposium on Fault Detection, Supervision and Safety for Technical Processes (SAFEPROCESS)",2020,proceedings-article,Chao Cheng,crossref,,,,,,,
fa3486d22e08c8a4ffa7c610c895bcb643e8773b,robot fault containment hierarchy,DIAGNOSIS OF POWER EQUIPMENT FAULT SYMPTOMS USING THE HIERARCHY ANALYSIS METHOD,10.65599/eng9463,“Polytechnic Bulletin” series “Engineering Research”,2026,journal-article,Javod Ahyoev,crossref,,,,,,,
eb42a6363e75905ee248874712ba05321c7dd40d,robot fault containment hierarchy,Seismic fragility analysis of containment structure subjected to near fault ground motions,10.1016/j.pnucene.2023.104734,Progress in Nuclear Energy,2023,journal-article,Song Jin,crossref,,,,,,,
d608206a425c8746475835e498ad6463a7e5ac35,robot fault containment hierarchy,A method based on Analytical Hierarchy Process for generator fault diagnosis,10.1109/icsd.2010.5568190,2010 10th IEEE International Conference on Solid Dielectrics,2010,proceedings-article,Mohammad Zare Ernani,crossref,,,,,,,
f7fdf7be1f3be17fc90161e930e08acbb6feb7f5,robot fault containment hierarchy,Risk Assessment of Urban Road Intersections Based on Fault Tree and Analytic Hierarchy Process,10.1061/9780784482933.312,CICTP 2020,2020,proceedings-article,Naixiang Zhang,crossref,,,,,,,
fefe42bd8e81554d7de1d188ed952425f9834e61,robot fault containment hierarchy,Model-Based FDI Schemes For Robot Manipulators Using Soft Computing Techniques,10.5772/9071,Fault Detection,2012,book-chapter,Tolga Yuksel,crossref,,,,,,,
16cf7bc98019d01e3b23fe9e0ba34fbfcf34c7f7,robot fault containment hierarchy,Fault-Containment in Weakly-Stabilizing Systems,10.1007/978-3-642-05118-0_15,Lecture Notes in Computer Science,2009,book-chapter,Anurag Dasgupta,crossref,,,,,,,
0557f4d1e30f8f8bc138ce74ad3c0de9139d0740,robot fault containment hierarchy,Reliability and Fault Tolerance in Collective Robot Systems,10.1201/b14908-9,Handbook of Collective Robotics,2013,book-chapter,,crossref,,,,,,,
9b51dc541d61b654656b38dbc8d84113bbd29ca4,robot fault containment hierarchy,Resilient nonlinear model predictive control for formation-containment of multi-mobile robot systems,10.1016/j.robot.2025.104983,Robotics and Autonomous Systems,2025,journal-article,Alireza Kazemi,crossref,,,,,,,
2d8f90a68880ff763e61ec9cc25b1b2837b5e335,robot fault containment hierarchy,Fault-tolerant control of robot servomotors,10.1109/icra.2011.5979687,2011 IEEE International Conference on Robotics and Automation,2011,proceedings-article,Farhad Aghili,crossref,,,,,,,
c982aa0d3dbf453c757ae8175502dda7f9f31b31,robot fault containment hierarchy,UAVs in Urban Operations: Target Interception and Containment,10.1007/s10846-006-9089-6,Journal of Intelligent and Robotic Systems,2006,journal-article,Johan Reimann,crossref,,,,,,,
aeff6ffa7eaa51ae65bf0ee7030b4aeb92e62212,robot fault containment hierarchy,Fault-tolerant gait a quadruped robot with partially fault legs,10.1109/control.2014.6915192,2014 UKACC International Conference on Control (CONTROL),2014,proceedings-article,Xianbao Chen,crossref,,,,,,,
5d7a0ed3613708087786afad851913c8a15fe4b2,robot fault containment hierarchy,Givenness hierarchy theoretic sequencing of robot task instructions,10.3389/frobt.2025.1640535,Frontiers in Robotics and AI,2025,journal-article,Zhao Han,crossref,,,,,,,
05eea5df902d45a643c607442966ffa01177ee0d,robot fault containment hierarchy,Fault-tolerant flocking control against multiple malicious agents under geometric configuration containment,10.1007/s11432-023-4035-9,Science China Information Sciences,2024,journal-article,Chencheng Zhang,crossref,,,,,,,
e80125edcfeb3b2908b8514e82284da516bb0e08,robot fault containment hierarchy,Containment Reappraised,10.7591/cornell/9781501749483.003.0007,Why Containment Works,2021,book-chapter,Wallace J. Thies,crossref,,,,,,,
fb41ec4e6fb450c93c1fba9a9f3132784ee5dc40,robot fault containment hierarchy,Containment legislation,10.1016/b978-075067612-0/50003-8,Containment Systems,2007,book-chapter,,crossref,,,,,,,
481253f33d96a594d1fc5b143cf78dacc369c52e,robot fault containment hierarchy,Decentralized Multi-Robot Herding via Partial Containment Strategy_supp1-3677717.mp4,10.1109/lra.2026.3677717/mm1,,2026,component,Dac Dang Khoa Nguyen,crossref,,,,,,,
fc269eceb07dafdedb7678e07e389ffcd4c764d2,robot fault containment hierarchy,Fault detection and robust fault recovery control for robot manipulators with actuator failures,10.1109/robot.1999.772398,Proceedings 1999 IEEE International Conference on Robotics and Automation (Cat. No.99CH36288C),2003,proceedings-article,Jin-Ho Shin,crossref,,,,,,,
bce6c7db4e919e83ed0e45b176ac142cf2b076e6,robot fault containment hierarchy,Fault detection algorithm for legged walking robot,10.1109/icma.2013.6618086,2013 IEEE International Conference on Mechatronics and Automation,2013,proceedings-article,Filipp Seljanko,crossref,,,,,,,
6d6363b556686878665051f1ba6ccf66cc980387,robot fault containment hierarchy,Fault Detection of Multi Wheeled Robot Consensus Based on EKF,10.20944/preprints202405.0585.v1,,2024,posted-content,AFRAH JOUILI,crossref,,,,,,,
e2ed995ae6055aab184a91d43cf4de1057f91313,robot fault containment hierarchy,Multiple Working Mode Based Door Opening Control and Fault Detection of Mobile Modular and Reconfigurable Robot,10.32920/ryerson.14651937,,2021,posted-content,Saleh Ahmad Ali,crossref,,,,,,,
b238c632e8cc6ce18e2296cd78883e95f2e0acf1,robot fault containment hierarchy,Multiple Working Mode Based Door Opening Control and Fault Detection of Mobile Modular and Reconfigurable Robot,10.32920/ryerson.14651937.v1,,2021,posted-content,Saleh Ahmad Ali,crossref,,,,,,,
5b3d6ba13f5e46af43a716aa50cb0ab68df46133,robot fault containment hierarchy,Hive,10.1145/224056.224059,Proceedings of the fifteenth ACM symposium on Operating systems principles - SOSP '95,2003,proceedings-article,J. Chapin,crossref,,,,,,,
192361329d7408003e96d067088006f2a7b15564,robot fault containment hierarchy,Time-Varying Formation-Containment Tracking Control of Heterogeneous Multi-Agent System Under Denial of Service Attack and Sensor Fault,10.1109/cac63892.2024.10864523,2024 China Automation Congress (CAC),2025,proceedings-article,Baojian Niu,crossref,,,,,,,
881f1b36f63ef3b304ce490646930947d2635f6d,robot fault containment hierarchy,REPORT ON AIRCRAFT ENGINE CONTAINMENT,10.4271/air1537a,,2017,standard,,crossref,,,,,,,
56f70c4733e2a4e450856e3b7ab63fbc629fb4e3,robot fault containment hierarchy,Analytical Hierarchy Process based Multi-objective Multiple Traveling Salesman Problem,10.1109/icarsc.2016.26,2016 International Conference on Autonomous Robot Systems and Competitions (ICARSC),2016,proceedings-article,Omar Cheikhrouhou,crossref,,,,,,,
4f9992980d8534c63716a55890adde284eb05672,robot fault containment hierarchy,Analytical Hierarchy Process and Brain Limbic System combined strategy for mobile robot navigation,10.1109/aim.2010.5695723,2010 IEEE/ASME International Conference on Advanced Intelligent Mechatronics,2011,proceedings-article,Changwon Kim,crossref,,,,,,,
c7b15c0f48f4b723af75bddcca3a22eb68adcc41,robot fault containment hierarchy,Using a Fault Hierarchy to Improve the Efficiency of DNF Logic Mutation Testing,10.1109/icst.2009.13,2009 International Conference on Software Testing Verification and Validation,2009,proceedings-article,Garrett Kent Kaminski,crossref,,,,,,,
fd1d9569a48dbf9ed6b6dacc470e252cbf1a32bd,robot fault containment hierarchy,A Fuzzy Analytic Hierarchy Process and Cooperative Game Theory Combined Multiple Mobile Robot Navigation Algorithm,10.3390/s20102827,Sensors,2020,journal-article,Changwon Kim,crossref,,,,,,,
948c60f49af65b5c80f9c0dc8a11780d1c3d6161,robot fault containment hierarchy,REPORT ON AIRCRAFT ENGINE CONTAINMENT,10.4271/air4003,,2017,standard,,crossref,,,,,,,
cabb137c87bf70ea69c0577254c5edee64fa5e43,robot fault containment hierarchy,Evaluation of Performance and Fault Containment in AUTOSAR Micro-ECUs on a Multi-Core Processor,10.1109/mcsoc2018.2018.00040,2018 IEEE 12th International Symposium on Embedded Multicore/Many-core Systems-on-Chip (MCSoC),2018,proceedings-article,Moises Urbina,crossref,,,,,,,
c76dd40e307c47f8f694177d96c50b6b630eb6ee,robot fault containment hierarchy,On the hierarchy of planar fault energies in TiAl,10.1016/0956-716x(95)00212-e,Scripta Metallurgica et Materialia,2002,journal-article,J.M.K. Wiezorek,crossref,,,,,,,
f1cad2187c1ffd0415a322d688f2b954980689c1,robot fault containment hierarchy,Fault-tolerant Control of a Service Robot using a LPV Robust Unknown Input Observer,10.1109/systol.2019.8864771,2019 4th Conference on Control and Fault Tolerant Systems (SysTol),2019,proceedings-article,Alberto San Miguel,crossref,,,,,,,
56cb50dd26ce0d58cce303ceb4a1948bb2867638,robot fault containment hierarchy,Sistem Pendukung Keputusan untuk Pemilihan Jurusan di SMKN 2 Padang Menggunakan Metode Analytical Hierarchy Process Berbasis Web,10.55382/jurnalpustakarobotsister.v1i2.593,"Jurnal Pustaka Robot Sister (Jurnal Pusat Akses Kajian Robotika, Sistem Tertanam, dan Sistem Terdistribusi)",2024,journal-article,Boyke Triagil,crossref,,,,,,,
6a85d686b512379f62b69d01ecac98665e7edfe1,robot fault containment hierarchy,Hardware fault containment in scalable shared-memory multiprocessors,10.1145/264107.264141,Proceedings of the 24th annual international symposium on Computer architecture,2003,proceedings-article,Dan Teodosiu,crossref,,,,,,,
6a92775b4974e99206ea98e7c1019213487beba9,robot fault containment hierarchy,Robot Fault Detection: At the Analog-Digital Boundary,10.1109/rams51457.2022.9894002,2022 Annual Reliability and Maintainability Symposium (RAMS),2022,proceedings-article,Ian D. Walker,crossref,,,,,,,
8aeb7d349cda1dcf4d5a5feb18b3e5bab2b4c2f0,robot fault containment hierarchy,Observer-based fault detection for robot manipulators,10.1109/robot.1997.606724,Proceedings of International Conference on Robotics and Automation,2002,proceedings-article,F. Caccavale,crossref,,,,,,,
40fe74c3a3e25d7910cc67bd5830a730d89d1a82,robot fault containment hierarchy,Adaptive Fault-Tolerant Visual Control of Robot Manipulators Using An Uncalibrated Camera,10.21203/rs.3.rs-1536558/v1,,2022,posted-content,Liang Yang,crossref,,,,,,,
6e0a8473f818e648990a291bcc8775860973546b,robot fault containment hierarchy,Neural Network-Enhanced Fault Diagnosis of Robot Joints,10.3390/a16100489,Algorithms,2023,journal-article,Yifan Zhang,crossref,,,,,,,
c4f339099ff5c9c8da04957a2f339f1c8c4155af,robot fault containment hierarchy,Fault detection in autonomous robots based on fault injection and learning,10.1007/s10514-007-9060-9,Autonomous Robots,2007,journal-article,Anders Lyhne Christensen,crossref,,,,,,,
75278d5940dc314c1cd9451b1aba7600459d1958,robot fault containment hierarchy,NMPC-based unified posture manipulation and thrust vectoring for agile and fault-tolerant flight of a morphing aerial robot,10.17760/d20741573,,2025,dissertation,Shashwat Pandya,crossref,,,,,,,
8d440a7db895f3788376ab607905f51fa0e8f51d,robot fault containment hierarchy,Welding Robot Selection in Automotive Seat Frame Manufacturing: Pythagorean Fuzzy Analytic Hierarchy Process,10.1109/iccar69571.2026.11549862,"2026 12th International Conference on Control, Automation and Robotics (ICCAR)",2026,proceedings-article,Nitidetch Koohathongsumrit,crossref,,,,,,,
98dc5279b648eab72ab47c991505b6f65777473a,robot fault containment hierarchy,Fault diagnosis on the wheels of a mobile robot using local model neural networks,10.1109/mra.2004.1337829,IEEE Robotics &amp; Automation Magazine,2004,journal-article,E.N. Skoundrianos,crossref,,,,,,,
11fb516f5202f0e05d21f0c1dc94acd8b5637d2d,robot fault containment hierarchy,Fault tree analysis of emergency core cooling system and containment spray system of WWER440/V213,10.1109/epe.2014.6839524,Proceedings of the 2014 15th International Scientific Conference on Electric Power Engineering (EPE),2014,proceedings-article,Lubos Piterka,crossref,,,,,,,
0511b27e33d6d8fd54590c9053715bab3aee3962,robot fault containment hierarchy,Peer Review Report For: Risk assessment based on fault tree analysis and analytic hierarchy process in rural areas of Thailand [version 1; peer review: 2 approved with reservations],10.5256/f1000research.152765.r267027,,2025,peer-review,,crossref,,,,,,,
369242128b016043bc31cd237124e3a72cdb6baa,robot fault containment hierarchy,REPORT ON AIRCRAFT ENGINE CONTAINMENT,10.4271/air1537,,2017,standard,,crossref,,,,,,,
f358b339728f080d4ef81844862fe77b143841a9,robot fault containment hierarchy,Fault tolerant control method for displacement sensor fault of wheel-legged robot based on deep learning,10.1109/wrc-sara.2018.8584226,2018 WRC Symposium on Advanced Robotics and Automation (WRC SARA),2018,proceedings-article,Zhou Gao,crossref,,,,,,,
d51c0026a989930722f1ef00da8d131ceeed2cb4,robot fault containment hierarchy,A universal approach for configuration synthesis of reconfigurable robots based on fault tolerant indices,10.1108/01439911211192510,Industrial Robot: An International Journal,2012,journal-article,Qian Li,crossref,,,,,,,
15cdb82f4e910ffde4ba4c183823f4dea369a0a5,robot fault containment hierarchy,Peer Review Report For: Risk assessment based on fault tree analysis and analytic hierarchy process in rural areas of Thailand [version 1; peer review: 2 approved with reservations],10.5256/f1000research.152765.r261889,,2025,peer-review,,crossref,,,,,,,
79572e822513d9e2d7993acdd96041162f863b2a,robot fault containment hierarchy,An NoC and cache hierarchy substrate to address effective virtualization and fault-tolerance,10.1109/nocs.2013.6558410,2013 Seventh IEEE/ACM International Symposium on Networks-on-Chip (NoCS),2013,proceedings-article,Mario Lodde,crossref,,,,,,,
f075e549773bfbc13d301affac2cf5a12323d1c6,robot fault containment hierarchy,Containment,10.4324/9780367199838-recw246-1,Containment,2025,reference-entry,Jessica E. Martin,crossref,,,,,,,
34540bf81baf378788f91440b05b6e1431c617ab,robot fault containment hierarchy,Distributed Cooperative Fault Diagnosis for Internal Electrical Components of Robot System,10.1299/jsmeicam.2015.6.235,The Abstracts of the international conference on advanced mechatronics : toward evolutionary fusion of IT and mechatronics : ICAM,2017,journal-article,Hitoshi Kono,crossref,,,,,,,
85028bebc314131b5ab61d7ccfdbbcf5b2268f38,robot fault containment hierarchy,Preventive War and Containment,10.7591/cornell/9781501749483.003.0001,Why Containment Works,2021,book-chapter,Wallace J. Thies,crossref,,,,,,,
aac0215f208fde456aa8b15a4026f678d862e2f5,robot fault containment hierarchy,Fault analysis and impact weight calculation of marine diesel engine unable to start based on fault tree and analytic hierarchy process,10.1117/12.3026450,"Fourth International Conference on Mechanical Engineering, Intelligent Manufacturing, and Automation Technology (MEMAT 2023)",2024,proceedings-article,Zhaoqiang Li,crossref,,,,,,,
